reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,appVersion
b955fb5a-d164-4640-85ce-cec5e80e7f3b,Joseph Martinez,I don't really know when I started a free trial for amazon prime but I never set up an automatic payment for next month but they still took my money out my cash app now I'm 16 dollar down.,1,0,28.16.0.100,2024-09-28 11:14:31,28.16.0.100
6b0edc41-3cdb-4c1e-b912-b108e25914e9,Allo Bhuiyan,👍👋,5,0,,2024-09-28 11:00:56,
25c79c05-c113-4bf8-bf4b-bfffdb59424c,Phark,It's 2024 and one of the biggest companys in the world doesn't have dark mode on their app...,1,0,28.18.0.100,2024-09-28 10:57:36,28.18.0.100
2f77dd13-8822-43ab-9709-b8cb2ff708cb,Sana Azimi,When I tried to buy my son a apple watch it wasn't working so if you can please fix that will be the best.,1,0,28.18.0.100,2024-09-28 10:47:14,28.18.0.100
d8884935-27c1-46fc-8bec-4881ecd32d71,Ajita singh,awsame injoy,5,0,,2024-09-28 10:40:43,
6121a16d-48bf-4368-8ff6-491fc0e5b276,Luis angulo,Not yet excellent or marvallise.,4,0,26.22.0.100,2024-09-28 10:26:23,26.22.0.100
94bcc50e-736e-44b8-9cf5-7f6bbed3a351,Daniel Houghton,App is slow and unusable since update,2,0,28.18.0.100,2024-09-28 10:23:16,28.18.0.100
42b0c0e5-58e4-43a6-ab6a-61cfd0b6596a,Zoe Nagorski,"Awful. Since the latest update on 10th September I no longer get push notifications about my orders. I've spoken to Cs TWICE and been told they would look into it and get back to me within 48hrs. It's now been 18 days and I haven't heard anything back. I've uninstalled, reinstalled, cleared the cache, registered my device. But nothing. It's pretty defunct since the update and I dislike the new orange layout. Give us our old amazon app back!",1,0,28.18.0.100,2024-09-28 10:12:59,28.18.0.100
4028425f-83f4-4beb-8a5c-87d0e75bec00,Righteous Rebel,"This app's interface is one of the worst out there hands down, there's a wide variety of items no doubt but browsing through is a nightmare how laggy&slow everything is, not to mention the simplicity & superiority of payments in other apps where there's litterally price adjustments up to 30 days from buying date where in seconds if i paid in paypal i get back the difference of adjusted price! Which (unless you contact the seller) is a feature one could only dream amazon will implement ! Git Gud!",3,1,28.18.0.100,2024-09-28 10:11:59,28.18.0.100
1bc99737-6ed2-45f3-82a2-546ab5927abd,Tosif Mohammed,"Very worst, they don't deliver goods and self cancels order",1,0,28.17.0.100,2024-09-28 10:02:33,28.17.0.100
f682cc69-f524-43fe-974e-06053c4db416,M Bilal,Amazon is a fraud platform  Received return item but not send refund.,1,0,28.18.0.100,2024-09-28 09:58:32,28.18.0.100
7d1387d3-d3c6-4140-8e0e-84a0053b7cc5,Tim P,"I used to like this App but now they've added a stupid, useless LLM (Rufus) with no obvious way to disable it.",1,2,28.18.0.100,2024-09-28 09:43:21,28.18.0.100
6db21743-32dc-4c60-875a-7a72c981dbd8,David Christian Thomas,"Good for our new building material, cardboard boxes 🎁😁🎁😁 and the other ones are in the box ☑️☑️🎁☑️ and the other two and the other is BARNES AND NOBLE. B & N could sell everything under the sun too, also, as well and would likely be willing to invest in our infrastructure or something else but we can get the money to get the money to get to see 🙈🙈🙈🙈 I call a a spade a spade if Amazon cared about the environment and adhere but all the good work they're doing in the Amazon rainforest",2,0,28.18.0.100,2024-09-28 09:31:06,28.18.0.100
c43de65c-ce46-44f7-b011-a06e1dbc169b,Demarcus Porter,When will I get my wig on,5,1,24.17.0.100,2024-09-28 09:19:34,24.17.0.100
8fbbec24-8ff8-4d9c-a800-59f4e7f0422a,Ujwal Mulagundla,Service is pathetic. I ordered water purifier with exchange.they didn't attempt the delivery yet they said I rejected the product. When I call to CC .they gave delivery boy num.he never pick up the call.this thing happened in the month of Aug. In great Indian festival I ordered laptop with exchange.now also they did the same . delivery agent boy not attending the call. Called to CC they said we will look after this. If you don't want deliver with exchange products then y did U put exchange.,1,0,28.18.0.100,2024-09-28 08:36:03,28.18.0.100
05256ee3-a3dd-4352-97f8-7a255902b531,Nathan Bradley,Stop using BNI! Always late!,1,0,28.18.0.100,2024-09-28 08:21:24,28.18.0.100
e08a02ba-7030-4cb8-812e-0cc622895ef4,Andrea M,love it,5,0,28.17.0.100,2024-09-28 06:46:36,28.17.0.100
f94e7f3f-250b-403c-bae4-18b3794cc5ab,Rajeevan A,The best experience in online shopping so far. thank you Amazon.,5,0,,2024-09-28 06:45:19,
5da8f19e-7196-40ee-b3bf-df4dff626526,Jessica Nicole,Always a pleasure 😌 me & Amazon go way back to the garage day 🏆💪🏾🤌🏾 long live prime 😝,5,0,,2024-09-28 06:32:32,
7cf6176d-f4a2-48fe-a47c-ffe24c6c8ab0,Donald Chau,I would like to see an option for dark mode.,3,3,28.18.0.100,2024-09-28 06:01:24,28.18.0.100
a0a3e75c-444b-4853-8b99-3dfc5cf8e060,Angelo Michael,To hard to sign 2 start account with Amazon,3,0,,2024-09-28 05:52:37,
3ba97e56-e533-4991-85cb-a716e74db0e5,Dale Dawg,New update sticks it unresponive,1,0,28.18.0.100,2024-09-28 05:51:37,28.18.0.100
ade6d550-1fcb-46e0-8183-c4ff59b9eab1,Svshe Evejs,Opppppp This is a buck,5,0,,2024-09-28 05:50:56,
c3585757-d1e0-43a1-9165-0b86fdce2c6e,H S,"2024 and somehow still no dark mode, this stupid app is making me blind!",1,0,28.18.0.100,2024-09-28 05:47:58,28.18.0.100
9724eacd-6cd1-45b5-a615-f58b2f8d3e71,Earl Smith,Theft,2,0,26.23.4.100,2024-09-28 05:33:04,26.23.4.100
bf8d9e32-e280-4146-8567-8a9fa6724edc,Norman Gowie,Great vendors. Products are always of the finest quality and arriving in perfect condition. I'll be back for more.,5,0,28.18.0.100,2024-09-28 05:23:36,28.18.0.100
a77fc722-c96d-48fc-bcaa-93eee7285df8,Pavel,"My account was blocked. For what reason they did not tell me. The support is just very weak, it is a pity that I can not buy goods there anymore. No one helped me to disassemble my account. The support is terrible.",1,0,,2024-09-28 05:16:50,
8b8aaa16-d57a-4c1b-a388-2c7edf1c4167,john fuentes,excellent,5,0,28.18.0.100,2024-09-28 04:36:35,28.18.0.100
e5dcca6f-1a41-42cc-a6c9-d7f30e8e193f,Assad Rifat,Not available in Bangladesh.🤕,1,0,28.18.0.100,2024-09-28 04:20:07,28.18.0.100
f98d6719-9436-4308-8fd6-b438d644e02e,Deb Grifa,I'd like more privacy with the browsing. And an easier way to fix problems with returns or exchanges that doesnt take 3-4 people to go through. It is a great app to get things without leaving home.,4,0,28.18.0.100,2024-09-28 04:08:41,28.18.0.100
b6bb2bf6-531e-48bf-90c2-74728daaecf9,Patrick Reed,Number one application,5,0,26.23.4.100,2024-09-28 03:51:56,26.23.4.100
f7491917-e2c1-448b-9e11-4655113271d1,ForReal2012,love it!,5,0,28.18.0.100,2024-09-28 03:40:52,28.18.0.100
2b8c954d-e1d3-4018-8a9e-7aa82c42da75,Thuan Tran,Great app,5,1,28.18.0.100,2024-09-28 03:22:22,28.18.0.100
08c0d6c1-788e-419f-8c33-d7f87949d4d5,SHAMAR RILEY,Great👍the best🙏,5,0,16.10.0.100,2024-09-28 03:05:33,16.10.0.100
ab1317df-75c0-40f2-b6a9-4b423710a331,Maritta Rucker,Love Amazon! They have everything. Good prices. My favorite place to shop!,5,0,28.18.0.100,2024-09-28 02:37:33,28.18.0.100
b3cfed16-016b-4b08-b4e8-ee9924aba100,Jolene Martin,Sometimes it was ok,3,0,,2024-09-28 02:34:54,
7fedca0b-b2b7-41ef-8714-2bebd0c3bb65,Bipin Jaiswal,Bipinjaiswal Bipinjaiswal,3,0,24.8.0.100,2024-09-28 02:05:50,24.8.0.100
45740a8d-8ca2-4047-98eb-38d7c684147e,Matthew Wright,on time delivery,5,0,28.18.0.100,2024-09-28 01:55:17,28.18.0.100
6283cccf-f83d-4f0c-96cc-c6c62abfe36c,almario cortez,Good,5,0,,2024-09-28 01:03:33,
a86bb0da-e596-453f-9ed7-8d5d76578252,Marilyn Miller,Cannot connect to Amazom.,4,0,28.10.0.100,2024-09-28 00:37:38,28.10.0.100
dfa6d030-c8d0-4a53-8d14-cdcab69c8696,shnukumsbaby,love smazon,5,0,28.18.0.100,2024-09-28 00:33:31,28.18.0.100
aad5a87b-7499-4b15-8cb6-bc8dcc331b1e,Chito Dominguez,Amazon has a huge selection of whatever it is that I'm looking for...and the prices are phenomenal 👌..big ups to all of the people who make it happen 😀 ( and all the robots 🤖 to)...,5,0,24.9.0.100,2024-09-28 00:26:49,24.9.0.100
9419b406-5a33-4b6a-87a1-633148290044,Kern Star,Needs dark mode!!!!!!!!!,1,11,28.18.0.100,2024-09-28 00:04:17,28.18.0.100
4d7fbfc7-3f0b-43ac-aef8-948435a324f2,Pat Schamper,Amazon not a game Amazon that you can buy stuff on it,5,0,,2024-09-27 14:54:20,
4331de2c-d8e0-4d4a-8746-ff249d6a9a15,Robert Barber,me i have to wait?,1,0,,2024-09-27 14:16:00,
3daddc15-cc72-4e46-b5be-a7ece33708e1,Menna Amgad,"Very bad experience, bad and used products not as described",1,0,28.18.0.100,2024-09-27 14:15:08,28.18.0.100
86855482-3ac1-4d11-80f3-470954aabf55,wild one,"It's not to bad , sometimes u get good deals. Fast delivery, all round satified",5,0,28.14.2.100,2024-09-27 14:11:15,28.14.2.100
8551d4c5-e9e2-4692-b224-7840b368b538,Mohamed umsultan,"Amazon UAE Your products are no longer subject to supervision. Merchants are exploiting your lack of supervision of the products. You have become untrustworthy due to the poor quality of the products displayed, which do not match the description of the product from the seller on your page. Your mission has become limited to selling without quality.",1,3,28.18.0.100,2024-09-27 14:07:56,28.18.0.100
4e9dccf5-8a1e-437a-ace1-ab516afcbc8e,Bec,"Everything amazon sells now is cheap trash. Not to mention they are a very questionable company when it comes to ethics (to put it nicely). Canceling my prime and uninstalling the app. Congratulations Target, Kholes, etc. box stores are back in style.",1,0,28.18.0.100,2024-09-27 13:57:49,28.18.0.100
e710cbec-bc46-4cb9-86c8-1e96fa12438f,Aaron Lance,"Amazon is great and gets my packages shipped quickly with whatever I needed, best app",5,0,28.18.0.100,2024-09-27 13:34:04,28.18.0.100
0a06c017-e956-4c88-9782-a8a879a8cc02,Selim Ahmed,مقاطعة,1,0,,2024-09-27 13:27:52,
4821eae1-17d8-4991-9a56-cce49cdc3dc6,Bal Singh,"You would think that a multi Billion dollar company would spend some time and effort sourcing the right app developers. When scrolling through searched items there is seriously a lot of stutter and lag. At first I thought it could be my S24 Ultra. What the hell Amazon? Not good! Stop paying Clarkson stupid money for your TV ads and sort your app out. I just don't get how you cannot afford good app development. When viewing an image of a product & zooming in, there is terrible lag.",1,87,28.18.0.100,2024-09-27 13:21:57,28.18.0.100
915dff6f-4880-47cf-8b5f-38c47ea9749b,Sarah Brabec,"I have been shopping with Amazon for 15 years. and I still love it. Great prices, very few problems, delivered right to my door.",5,0,28.18.0.100,2024-09-27 13:17:49,28.18.0.100
24504548-18e0-4748-89ba-78e0c2904979,Betty Hill,love it. easy to do. Great return policy.,5,0,28.12.2.100,2024-09-27 13:17:43,28.12.2.100
eff32f3a-6b41-4367-9669-681950de6e05,Jamie Fitzgerald,Great!!!!!!,5,0,28.18.0.100,2024-09-27 12:47:16,28.18.0.100
0579f2ca-525b-4fd6-b4fa-757988084272,Ali Pascal,"very convenient, found great deals on hundreds of items",5,0,28.18.0.100,2024-09-27 12:34:10,28.18.0.100
3b654f03-5eec-461d-9391-e6831b024f16,Dharshan Raj,Stupid app cannot log in and it's if it's email or mobile number change cannot reset better AliExpress,1,0,,2024-09-27 12:24:05,
37bdff27-837b-48e6-9bcb-4309ace56e4b,Alan Price,"WAS WORTH BEING PRIME MEMBER BUT NOW WASTE OF MONEY, APP A JOKE PICKS WHAT ORDERS TO ACCEPT & WHICH NOT TO. PUT IN DETAILS BUT SAID WRONG SO PUT EXACTLY SAME SAVED CARD & FINE. MADE ORDER LAST NITE SAID FINE WENT THROUGH ONLY TO WAKE TO APP SAYING PAYMENT DECLINED BUT CALLED BANK NO PAYMENTS DECLINED SO APP GOING WRONG AGAIN. ASKED FOR REFUND OF PRIME MONEY THEY TOOK FROM SAME CARD ONLY TO BE LAUGHED AT & TOLD NO, SAID TAKE 1 MTHS OFF AS BEEN 3 WEEKS YET STILL REFUSED! APP NIGHTMARE!!!!??",1,0,,2024-09-27 12:06:15,
f3261344-ef8c-45c0-aa91-9e6a10ec0bf5,Bradley Tanner,Prime membership is a waste of money. Nothing is available or sold out most of the time and customer service is useless and never get back to you....... don't waste your time. I'll end my membership next year.,1,0,28.18.0.100,2024-09-27 11:26:38,28.18.0.100
3fd2ffad-53f6-4d39-8c03-47e4532355eb,Bryson Diefenderfer,I have ordered something off of here and they took the money out of my account but never shipped it I had to pay for another one besides that it's fine,3,0,28.18.0.100,2024-09-27 11:25:17,28.18.0.100
8130ec76-78c9-409a-bca9-aa5ba4d62f5a,Matt Goodstadt,"All of a sudden, pictures aren't loading when I do a search.",3,0,28.18.0.100,2024-09-27 11:20:35,28.18.0.100
cc4056da-7e2c-494e-afbe-da86ce822f7e,Michael Dal Col,Amazon has everything you need,5,0,28.15.0.100,2024-09-27 11:12:31,28.15.0.100
776a7f72-6ea1-4eb6-b064-0bd308b4a203,Richard Hannaford,💓😀👍👍👍,5,0,28.16.0.100,2024-09-27 11:01:22,28.16.0.100
cde4ccd3-72c8-474d-9c80-1913b983a4d3,Craig Wagner,"They have recently added a weird AI bot ""Rufus"" that pops up in your way whenever you look at anything and you can't disable it.",1,1,28.18.0.100,2024-09-27 10:35:12,28.18.0.100
c7581163-7ac0-4b3e-801f-e26108ecdbe6,Jake,"Amazon removes reviews, I reviewed an item with a rechargeable battery, and it constantly drained from a small light, Everytime you go to use it, the battery is dead. When I reviewed and said this, Amazon removes my review.",1,1,,2024-09-27 10:10:22,
a23d5f2a-b03f-4a1c-99ae-9edf922a1007,Veronica Zawodniak,Amazon has gone heartless. And fired 400 human beings. And replaced them with ROBOTS! I simply can't spend another penny there ever again. SCREW AMAZON!!!,1,1,,2024-09-27 10:09:18,
94d1356b-8f5d-4488-9c47-bacd3e53c3e6,John Parkin,Get rid of Rufus.,1,3,28.18.0.100,2024-09-27 09:16:37,28.18.0.100
d442d364-76cf-4a6f-b2dc-0a9bac164624,Lobna Soltan,slightly useful app,3,0,,2024-09-27 08:19:34,
43b255d3-b0e5-488f-a5a3-fae608ae49c2,Mohd. Hammad,good,5,0,28.18.0.100,2024-09-27 07:47:23,28.18.0.100
558fed5b-62ea-43f9-8704-a767f111d022,Add ie,Don't shop online.,1,0,28.18.0.100,2024-09-27 07:20:49,28.18.0.100
3e17bf1f-e5b2-4285-8929-a24e0725044f,Jennifer Phillips,I don't know about Amazon anymore nowadays,1,43,28.18.0.100,2024-09-27 06:35:40,28.18.0.100
f77fa24a-3e84-4875-84e4-f8c37999db45,D_S_G channel,I'm done with this app literally stole money from me after making a big order then locks me out... then says we canceled your order but yet didn't give me my money back screw this company I'm done with it...,1,0,24.19.0.100,2024-09-27 06:21:41,24.19.0.100
d45901af-7fb6-4fcc-b286-e76acef38825,Sameer Poudel,best app,5,0,28.18.0.100,2024-09-27 06:05:18,28.18.0.100
3531a384-e8ef-42ce-8675-a29933b77f8c,Osama Mahmoud,You are one of the dirtiest online shopping companies for supporting evil,1,0,28.17.0.100,2024-09-27 06:01:01,28.17.0.100
fcbd224b-05df-4e64-baf4-6353c1a7952b,Daniela Soares,🙃,2,0,28.18.0.100,2024-09-27 05:49:47,28.18.0.100
3e57cea1-8a1c-486d-aff8-b9b403766332,Pete Balk,Works 👍,5,0,28.18.0.100,2024-09-27 05:10:00,28.18.0.100
f67c6e29-074d-497c-b347-0857aeaa9fec,Stefon Rich,"Don't subscribe for amazon prime is really not worth it they put ads in with their $16 subscription, still being taxed alot with shipping just not as much as you would without a subscription, and amazon music ain't worth having. All in all it's a rip off don't subscribe",1,1,28.18.0.100,2024-09-27 04:52:05,28.18.0.100
6e842650-d528-4ab1-93c2-413f7b9356de,Sean Daniel,"I hate the new UI, mainly due to the absurd amount of white space. At the very least give us an option to have a dark mode. This is a migraine inducing eyesore and a battery waster for any OLED device.",1,1,28.18.0.100,2024-09-27 04:30:30,28.18.0.100
527a8feb-89c1-4af0-b915-2f78b868b6e4,valery101,literally what can go wrong,5,0,22.13.0.100,2024-09-27 04:12:29,22.13.0.100
7308f444-22a5-43a2-9ac3-ec4bc4dbc1fa,Scott Mosley,Very pleasant,5,0,28.18.0.100,2024-09-27 03:45:13,28.18.0.100
1f1d6caf-e36d-4433-b909-ae6124839d70,Levi Estes,"i ordered a utility knife last week, it said it would be delivered the 24th, then said today( the 26th) by 9pm. i looked out for it all day. when it never came, i went and checked amazon, it was never even out for delivery today and is now saying it will be delivered tomorrow by 9pm. amazon delivery is rarely reliable.",1,1,28.18.0.100,2024-09-27 03:37:54,28.18.0.100
5be1ae21-bdcc-43e1-9c6e-7715f903c377,guna srin,Yg ga b,1,0,22.14.0.100,2024-09-27 03:35:34,22.14.0.100
7f77f3fc-f697-4fdf-b8b0-82befbb0f3ac,Cesar Saenz,I absolutely love it!!,5,0,28.18.0.100,2024-09-27 03:27:32,28.18.0.100
703e1b29-98ba-4aaf-9f65-d07ea7310c64,Dan Mcmahon,easy peazy,5,0,28.18.0.100,2024-09-27 02:57:48,28.18.0.100
8cbbc638-32bd-46e2-ac73-1964d6d9e287,Travis Boyd,Great products and even better prices,5,0,28.18.0.100,2024-09-27 02:40:07,28.18.0.100
707e2535-db68-44c7-9415-d8909788a504,K G,"Please get rid of Rufus on the app, its intrusive and extremely annoying.",1,1,28.18.0.100,2024-09-27 02:36:45,28.18.0.100
b9ee3889-541f-46ac-8664-4c296bc2d088,Christopher Gebhardt,"I don't even use Amazon Shopping and Google Play store won't let me get rid of it, I don't need it!",1,1,28.18.0.100,2024-09-27 02:33:45,28.18.0.100
ec688fba-de39-4387-bc9a-f9fa93302e97,Lamont Harvey,Can I sign in to my accoun,1,0,,2024-09-27 02:21:01,
0e03a663-fce2-483c-af33-7578972a5d1a,Dave Fowler,very happy thank you very much,5,0,28.18.0.100,2024-09-27 02:17:52,28.18.0.100
a59f8c4b-3c86-48c6-bbca-8dd9bf304138,Haile Hetzel,"I love this app, i mean it, but what irritates me is that sometimes the app randomly cancels orders for me that were supposed to arrive on the current day and i prepaid for everything and it tried to charge me again. FIX THIS. im getting irritated by this and it also irritates me how store products can be found in different locations except for here off the same store.",3,0,28.18.0.100,2024-09-27 02:17:38,28.18.0.100
08c1baca-fa56-4409-bc71-1d0d8d9eeca5,Jaz D,"Love it, but it's becoming more and more expensive. Other sites have become better.",4,0,28.18.0.100,2024-09-27 02:13:05,28.18.0.100
bbcc465d-decc-4281-938d-1e0dfe3043fb,Clifford Hutchinson,Fast shipping and excellent service!,5,0,28.17.0.100,2024-09-27 01:39:18,28.17.0.100
8062c71d-8bca-4415-bb7c-16b46398728a,stephen reed,Consistent.,5,0,28.18.0.100,2024-09-27 01:13:29,28.18.0.100
a09acc12-951c-4792-8a7e-4646fb589131,Peta Elliott,New update makes app completely non-functional,1,0,24.20.2.100,2024-09-27 00:52:08,24.20.2.100
b8caf5f9-9e43-40cb-ab77-e44c3a4873f5,ميا/Mia x,"The amazon customer agent cancelled two separate orders when I contacted Amazon to complain about a seller not sending my item. I NEVER asked for any item to be cancelled. As a result the sellers cancelled my items and Amazon refused to fix the matter or provide compensation. They also did not do anything when I reported this rude customer service agent. I was a prime member, and now I am deleting my account as a result of this",1,1,28.18.0.100,2024-09-27 00:23:20,28.18.0.100
17b92d85-a15f-4aff-a4d7-cb7c773f1c28,Dale Shaft,Alert: is anyone else getting screwed by Amazon. They screwed me out of $129. Plus some cents in refund. Why they didn't deliver the order being just two houses away is a mystery. The deliveries are getting really stupid. The Amazon delivery truck was just less than a quarter mile away and I was next to be delivered to and all of a sudden it just disappeared. No delivery. What the hell.,2,3,28.18.0.100,2024-09-27 00:16:23,28.18.0.100
154f5d7e-9f7e-42af-877e-da8b6ce50a85,Zoila Valdes,Still don't know much,4,0,28.18.0.100,2024-09-27 00:15:43,28.18.0.100
9ea1ad70-f283-49d5-9e6d-9f80a124cd26,ArKaedian Parchezzi,very good at product brought,5,0,28.18.0.100,2024-09-27 00:06:01,28.18.0.100
fc8ee10f-a687-42da-abea-83fec0ddcdd4,Laura lee Carroll,Only need them once in a while,1,0,,2024-09-26 14:50:08,
5f6410e6-a915-46b5-a999-b1ed9a48c42c,Titan Black,Great,5,0,28.18.0.100,2024-09-26 14:09:00,28.18.0.100
4d9fe794-9820-4759-9028-4eeb5fe77722,Joyce Fowlerdye,Good!!,5,0,,2024-09-26 13:58:48,
89083902-e5dc-4063-9a8c-a9f9735b6f34,TheMadGoose,Wish I could pay without leaving my account security open for 24hrs,1,0,28.17.0.100,2024-09-26 13:03:03,28.17.0.100
5d8e8f25-6bbe-4486-a228-5e1605622538,A Google user,"UNUSABLE! THE HOME PAGE IS CLUTTERED, MESSY AND WORSE! The original home page was clear, uncluttered and easy to navigate. Bring it back.",1,231,28.18.0.100,2024-09-26 12:52:22,28.18.0.100
6db46c8d-09a6-46bf-8b95-5658dec99a6c,Don Allen,Before the last update everything was good I could use it very simply and yes the search bar is at the bottom sure I can live with that but I can't use my all of the easy don't work anymore shortcuts at very bottom looks nice but don't do a thing. Please fix thank you . Since the last update things are much better.,4,0,28.18.0.100,2024-09-26 12:43:00,28.18.0.100
965d1b44-9e0f-452a-9575-d4c6c97b0e10,Jahmaul Barr,It wasn't bad at all,4,0,,2024-09-26 12:16:35,
